"HCMU00001.068/D","D","<N><E><X>10.830879288627019</X><Y>106.6774290170622</Y></E><E><X>10.830865183328099</X><Y>106.67744732756523</Y></E><E><X>10.830822565889765</X><Y>106.67747928159213</Y></E><E><X>10.8308102443834</X><Y>106.67746832027285</Y></E></N>"
"HCMU00001.069/D","D","<N><E><X>10.830617464817479</X><Y>106.6785004521322</Y></E><E><X>10.830608625849322</X><Y>106.6784706191687</Y></E><E><X>10.830702529617763</X><Y>106.67823425605557</Y></E></N>"
"HCMU00001.076/D","D","<N><E><X>10.834730323427706</X><Y>106.66434019919163</Y></E><E><X>10.834705238150258</X><Y>106.6643401026612</Y></E><E><X>10.834649857323233</X><Y>106.66444327116392</Y></E></N>"
"HCMU00001.077/D","D","<N><E><X>10.834730323427706</X><Y>106.66434019919163</Y></E><E><X>10.834725416576312</X><Y>106.66429805440086</Y></E><E><X>10.834810737722584</X><Y>106.66407553105138</Y></E><E><X>10.835000478970937</X><Y>106.66365127116387</Y></E></N>"
"HCMU00001.078/D","D","<N><E><X>10.834730323427706</X><Y>106.66434019919163</Y></E><E><X>10.834754943079062</X><Y>106.66439903108247</Y></E><E><X>10.8350930555371</X><Y>106.66456515147023</Y></E><E><X>10.835186169438884</X><Y>106.66461325472238</Y></E><E><X>10.835297724069841</X><Y>106.66463990032798</Y></E></N>"
"HCMU00001.079/D","D","<N><E><X>10.826718364850752</X><Y>106.6800845364504</Y></E><E><X>10.826818575348947</X><Y>106.68005896776378</Y></E></N>"
"HCMU00003.001/D","D","<N><E><X>10.749205860060743</X><Y>106.64033546932887</Y></E><E><X>10.749251328340016</X><Y>106.64052817634956</Y></E><E><X>10.749300090422762</X><Y>106.64073295337289</Y></E></N>"
"HCMU00003.002/D","D","<N><E><X>10.749300090422762</X><Y>106.64073295337289</Y></E><E><X>10.749391637138524</X><Y>106.64093129441426</Y></E><E><X>10.749488454008116</X><Y>106.64113835276135</Y></E></N>"
"HCMU00003.004/D","D","<N><E><X>10.749617294904445</X><Y>106.64168822147849</Y></E><E><X>10.749674911997339</X><Y>106.64199451297748</Y></E><E><X>10.749733846306002</X><Y>106.64235377823309</Y></E></N>"
"HCMU00003.006/D","D","<N><E><X>10.749205530667743</X><Y>106.640335804605</Y></E><E><X>10.749116746670092</X><Y>106.64000050914001</Y></E><E><X>10.749074736410233</X><Y>106.64001054815628</Y></E></N>"
"HCMU00003.007/D","D","<N><E><X>10.74972893990318</X><Y>106.64238262392519</Y></E><E><X>10.749751978494164</X><Y>106.64296814570957</Y></E></N>"
"HCMU00003.049/D","D","<N><E><X>10.7497612121516</X><Y>106.64362724536898</Y></E><E><X>10.749808347621316</X><Y>106.64301370858095</Y></E></N>"
"HCMU00003.050/D","D","<N><E><X>10.749808347621316</X><Y>106.64302041410349</Y></E><E><X>10.749831002643905</X><Y>106.64237076103632</Y></E></N>"
"HCMU00003.052/D","D","<N><E><X>10.749820023645839</X><Y>106.64234304356864</Y></E><E><X>10.749735200985345</X><Y>106.64167696502977</Y></E></N>"
"HCMU00003.054/D","D","<N><E><X>10.749601430044395</X><Y>106.64106923590523</Y></E><E><X>10.749460814734954</X><Y>106.64057334110453</Y></E></N>"
"HCMU00003.055/D","D","<N><E><X>10.749460814734954</X><Y>106.64057334110453</Y></E><E><X>10.749386675937366</X><Y>106.64024121279863</Y></E><E><X>10.749326041899915</X><Y>106.63996373466443</Y></E></N>"
"HCMU00003.068/D","D","<N><E><X>10.749733846306002</X><Y>106.64235377823309</Y></E><E><X>10.749679879952293</X><Y>106.64235529310585</Y></E><E><X>10.749349223822493</X><Y>106.64239368832713</Y></E><E><X>10.749319686752207</X><Y>106.64238867139626</Y></E></N>"
"HCMU00004.005/D","D","<N><E><X>10.78362034460486</X><Y>106.70266113434127</Y></E><E><X>10.78332417899226</X><Y>106.70299080766347</Y></E></N>"
"HCMU00004.021/D","D","<N><E><X>10.78026843218641</X><Y>106.70110162392518</Y></E><E><X>10.780240789117192</X><Y>106.70109464723873</Y></E></N>"
"HCMU00004.051/D","D","<N><E><X>10.772642103311266</X><Y>106.69313091257436</Y></E><E><X>10.772669586307673</X><Y>106.69318277551031</Y></E><E><X>10.77275339109964</X><Y>106.6933040406368</Y></E><E><X>10.772742154202788</X><Y>106.69334238773149</Y></E></N>"
"HCMU00004.064/D","D","<N><E><X>10.77150870909505</X><Y>106.69332077050012</Y></E><E><X>10.771498164547243</X><Y>106.6933620433449</Y></E><E><X>10.771462587971252</X><Y>106.69342075053993</Y></E><E><X>10.771575227277841</X><Y>106.6935971396574</Y></E><E><X>10.77158510353746</X><Y>106.69361326682781</Y></E></N>"
"HCMU00004.075/D","D","<N><E><X>10.778284908787471</X><Y>106.69931272892984</Y></E><E><X>10.77837315257413</X><Y>106.69930015458338</Y></E><E><X>10.778676139759932</X><Y>106.69955580129867</Y></E><E><X>10.77881178658421</X><Y>106.69965671689079</Y></E></N>"
"HCMU00004.089/D","D","<N><E><X>10.784581683558528</X><Y>106.7035664957009</Y></E><E><X>10.784620548895193</X><Y>106.70360520797432</Y></E><E><X>10.784528989890045</X><Y>106.7037176809824</Y></E></N>"
"HCMU00004.090/D","D","<N><E><X>10.781507976031747</X><Y>106.70142610791163</Y></E><E><X>10.781586323528849</X><Y>106.70133175681791</Y></E><E><X>10.7817467166888</X><Y>106.7011283980188</Y></E><E><X>10.781938069324282</X><Y>106.7009317445136</Y></E><E><X>10.781990091873169</X><Y>106.70091894819546</Y></E></N>"
"HCMU00004.091/D","D","<N><E><X>10.781990091873169</X><Y>106.70091894819546</Y></E><E><X>10.78191829203556</X><Y>106.7008512224293</Y></E><E><X>10.782076712842793</X><Y>106.70066179143586</Y></E><E><X>10.782033567019964</X><Y>106.7006011064272</Y></E></N>"
"HCMU00004.094/D","D","<N><E><X>10.782294062546681</X><Y>106.70057337556908</Y></E><E><X>10.782307236818648</X><Y>106.70058343385384</Y></E><E><X>10.78232222255411</X><Y>106.70056449075447</Y></E><E><X>10.782358945839293</X><Y>106.70055091207033</Y></E><E><X>10.782369814615784</X><Y>106.7005586234195</Y></E></N>"
"HCMU00005.012/D","D","<N><E><X>10.768152138331304</X><Y>106.68416656564136</Y></E><E><X>10.768229528479235</X><Y>106.68418007868695</Y></E><E><X>10.768277604490496</X><Y>106.68413625950711</Y></E></N>"
"HCMU00005.014/D","D","<N><E><X>10.768307862330563</X><Y>106.6841421343413</Y></E><E><X>10.768260457855241</X><Y>106.68425016917058</Y></E><E><X>10.7682789278049</X><Y>106.68427773772282</Y></E></N>"
"HCMU00005.028/D","D","<N><E><X>10.773312008434827</X><Y>106.6890769300594</Y></E><E><X>10.773610280991184</X><Y>106.68930705245543</Y></E></N>"
"HCMU00005.031/D","D","<N><E><X>10.773225898613536</X><Y>106.68916843464706</Y></E><E><X>10.773277294514806</X><Y>106.68922504544344</Y></E><E><X>10.773557592815544</X><Y>106.68946859814173</Y></E><E><X>10.773559905737212</X><Y>106.68948282209021</Y></E></N>"
"HCMU00005.057/D","D","<N><E><X>10.765668366238849</X><Y>106.68212018400959</Y></E><E><X>10.765526279847288</X><Y>106.68198804211681</Y></E><E><X>10.765479053475115</X><Y>106.68200878613675</Y></E><E><X>10.765354956985588</X><Y>106.68202211099708</Y></E><E><X>10.765258935391241</X><Y>106.68200383375415</Y></E></N>"
"HCMU00005.058/D","D","<N><E><X>10.765255970911143</X><Y>106.68200215735249</Y></E><E><X>10.76516195225931</X><Y>106.68193663915736</Y></E><E><X>10.765110093662726</X><Y>106.6819448817048</Y></E></N>"
"HCMU00005.060/D","D","<N><E><X>10.764991842603266</X><Y>106.68164384463671</Y></E><E><X>10.765054773181433</X><Y>106.68156873687485</Y></E></N>"
"HCMU00005.062/D","D","<N><E><X>10.7682789278049</X><Y>106.68427773772282</Y></E><E><X>10.768287249338883</X><Y>106.68430769860078</Y></E><E><X>10.768255387444547</X><Y>106.68443623065377</Y></E></N>"
"HCMU00005.072/D","D","<N><E><X>10.76610111266458</X><Y>106.68216718125677</Y></E><E><X>10.766064643142762</X><Y>106.6821641818092</Y></E></N>"
"HCMU00006.026/D","D","<N><E><X>10.8207264042</X><Y>106.6833430702</Y></E><E><X>10.8204650731</X><Y>106.6834827812</Y></E></N>"
"HCMU00006.035/D","D","<N><E><X>10.8212995479</X><Y>106.6828739801</Y></E><E><X>10.8205809751215</X><Y>106.682850622663</Y></E></N>"
"HCMU00006.037/D","D","<N><E><X>10.8196199239357</X><Y>106.682840255536</Y></E><E><X>10.81967959121894</X><Y>106.68289247502382</Y></E><E><X>10.81989779346799</X><Y>106.6828763399834</Y></E><E><X>10.820201617577139</X><Y>106.68285450522211</Y></E></N>"
"HCMU00006.040/D","D","<N><E><X>10.8203769588</X><Y>106.6833569813</Y></E><E><X>10.820303595574286</X><Y>106.68342101251326</Y></E><E><X>10.8200010289123</X><Y>106.683176589803</Y></E></N>"
"HCMU00006.041/D","D","<N><E><X>10.8203769588</X><Y>106.6833569813</Y></E><E><X>10.820456858223457</X><Y>106.68347282184929</Y></E><E><X>10.820391859</X><Y>106.6835283127</Y></E></N>"
"HCMU00006.043/D","D","<N><E><X>10.8230514776194</X><Y>106.681927248691</Y></E><E><X>10.823007045299695</X><Y>106.68195217332666</Y></E><E><X>10.8230185960512</X><Y>106.681978439064</Y></E></N>"
"HCMU00006.046/D","D","<N><E><X>10.822405521</X><Y>106.6824233985</Y></E><E><X>10.82226144532984</X><Y>106.6825045621302</Y></E><E><X>10.8221964047809</X><Y>106.682389924514</Y></E></N>"
"HCMU00007.004/D","D","<N><E><X>10.755939171057816</X><Y>106.68382916013616</Y></E><E><X>10.755954582676763</X><Y>106.68380752746316</Y></E><E><X>10.755902140823903</X><Y>106.6836256328063</Y></E><E><X>10.75587499214154</X><Y>106.68363467055224</Y></E></N>"
"HCMU00007.009/D","D","<N><E><X>10.755362167155145</X><Y>106.68160615153784</Y></E><E><X>10.75540457979083</X><Y>106.68159272714217</Y></E><E><X>10.755320508000876</X><Y>106.68127621315057</Y></E><E><X>10.755294659307904</X><Y>106.68128289203071</Y></E></N>"
"HCMU00007.020/D","D","<N><E><X>10.75415373469087</X><Y>106.67701167943903</Y></E><E><X>10.754064102073498</X><Y>106.6767039347011</Y></E></N>"
"HCMU00007.021/D","D","<N><E><X>10.754062958121905</X><Y>106.67669733105055</Y></E><E><X>10.754053364215457</X><Y>106.67665738624441</Y></E><E><X>10.753984232909254</X><Y>106.67658055379593</Y></E><E><X>10.753917117957483</X><Y>106.67633301165677</Y></E></N>"
"HCMU00007.026/D","D","<N><E><X>10.753476590934271</X><Y>106.67469918120594</Y></E><E><X>10.753329126740779</X><Y>106.6741649684094</Y></E><E><X>10.75333976875905</X><Y>106.67412696441033</Y></E></N>"
"HCMU00007.027/D","D","<N><E><X>10.75333976875905</X><Y>106.67412696441033</Y></E><E><X>10.753352945158491</X><Y>106.67408084683404</Y></E><E><X>10.753201427004022</X><Y>106.6735358385165</Y></E><E><X>10.753163219123227</X><Y>106.67354284540374</Y></E></N>"
"HCMU00007.028/D","D","<N><E><X>10.753163219123227</X><Y>106.67354284540374</Y></E><E><X>10.753180946804868</X><Y>106.67346295027141</Y></E><E><X>10.75310776310256</X><Y>106.67319261833109</Y></E><E><X>10.753060212316393</X><Y>106.6731964429074</Y></E></N>"
"HCMU00007.029/D","D","<N><E><X>10.753060212316393</X><Y>106.6731964429074</Y></E><E><X>10.753103766020857</X><Y>106.67317571022045</Y></E><E><X>10.753005023598842</X><Y>106.67275130511746</Y></E><E><X>10.752951152282206</X><Y>106.67275677852149</Y></E></N>"
"HCMU00007.030/D","D","<N><E><X>10.752951152282206</X><Y>106.67275677852149</Y></E><E><X>10.753001814289988</X><Y>106.67273183936811</Y></E><E><X>10.7528798762576</X><Y>106.67221069161155</Y></E><E><X>10.752813870225532</X><Y>106.67221848098563</Y></E></N>"
"HCMU00007.031/D","D","<N><E><X>10.752813870225532</X><Y>106.67221848098563</Y></E><E><X>10.752901600139918</X><Y>106.67219328636577</Y></E><E><X>10.752872067537373</X><Y>106.67205007453299</Y></E><E><X>10.75284330610942</X><Y>106.67202516625309</Y></E></N>"
"HCMU00007.037/D","D","<N><E><X>10.752628512978614</X><Y>106.66953464723872</Y></E><E><X>10.752559473348402</X><Y>106.66949463116747</Y></E><E><X>10.751257198647574</X><Y>106.6694331576548</Y></E></N>"
"HCMU00007.042/D","D","<N><E><X>10.756134004804455</X><Y>106.68372414570945</Y></E><E><X>10.756134079831806</X><Y>106.68371640513283</Y></E><E><X>10.756118344353856</X><Y>106.68367178418373</Y></E><E><X>10.756123360163803</X><Y>106.6836402389954</Y></E><E><X>10.756456712159576</X><Y>106.68353130252116</Y></E></N>"
"HCMU00007.043/D","D","<N><E><X>10.756131369720716</X><Y>106.6837248162617</Y></E><E><X>10.756112575222144</X><Y>106.68366796143869</Y></E><E><X>10.756032030673335</X><Y>106.68361422069506</Y></E><E><X>10.755914594743146</X><Y>106.6831692128801</Y></E></N>"
"HCMU00007.044/D","D","<N><E><X>10.755914594743146</X><Y>106.6831692128801</Y></E><E><X>10.755981500541195</X><Y>106.68307415825632</Y></E><E><X>10.755809930681849</X><Y>106.68245204968548</Y></E></N>"
"HCMU00007.047/D","D","<N><E><X>10.755573320675056</X><Y>106.68147816902422</Y></E><E><X>10.75556786660961</X><Y>106.6814732181897</Y></E><E><X>10.755491192390862</X><Y>106.68145163203076</Y></E><E><X>10.755479077854677</X><Y>106.68141059986556</Y></E><E><X>10.755490238587623</X><Y>106.68140002764801</Y></E></N>"
"HCMU00007.048/D","D","<N><E><X>10.755571344357534</X><Y>106.6814785042991</Y></E><E><X>10.755487053696042</X><Y>106.68145583316482</Y></E><E><X>10.75530921700597</X><Y>106.68081893645285</Y></E><E><X>10.755310598273745</X><Y>106.68075616042472</Y></E></N>"
"HCMU00007.049/D","D","<N><E><X>10.755310598273745</X><Y>106.68075616042472</Y></E><E><X>10.755342252882121</X><Y>106.68071801118617</Y></E><E><X>10.755217119385655</X><Y>106.68026814293955</Y></E></N>"
"HCMU00007.058/D","D","<N><E><X>10.754299179149317</X><Y>106.6768756269837</Y></E><E><X>10.754266877401799</X><Y>106.67675774129029</Y></E></N>"
"HCMU00007.059/D","D","<N><E><X>10.754062958121905</X><Y>106.67669733105055</Y></E><E><X>10.754094986155492</X><Y>106.67681114938591</Y></E><E><X>10.754269555475558</X><Y>106.6767599940248</Y></E></N>"
"HCMU00007.060/D","D","<N><E><X>10.754266877401799</X><Y>106.67675774129029</Y></E><E><X>10.754104864890982</X><Y>106.6761218542905</Y></E></N>"
"HCMU00007.062/D","D","<N><E><X>10.75393985269271</X><Y>106.67552955981296</Y></E><E><X>10.753923406463676</X><Y>106.67547039323188</Y></E><E><X>10.75385325840176</X><Y>106.67544550381763</Y></E><E><X>10.753778657799058</X><Y>106.6751648382309</Y></E><E><X>10.753827906992315</X><Y>106.67510277269321</Y></E></N>"
"HCMU00009.016/D","D","<N><E><X>10.780034142341844</X><Y>106.68723834693287</Y></E><E><X>10.780033182827337</X><Y>106.68725476607092</Y></E><E><X>10.780077495935815</X><Y>106.68729817963423</Y></E><E><X>10.78011126954356</X><Y>106.68731946498156</Y></E></N>"
"HCMU00009.019/D","D","<N><E><X>10.78011126954356</X><Y>106.68731946498156</Y></E><E><X>10.780073714494028</X><Y>106.68735311730768</Y></E><E><X>10.780030230977118</X><Y>106.68731233833455</Y></E></N>"
"HCMU00009.061/D","D","<N><E><X>10.790328579337453</X><Y>106.69753415153787</Y></E><E><X>10.790333519559416</X><Y>106.69752560200199</Y></E><E><X>10.79034274130391</X><Y>106.69752476380631</Y></E></N>"
"HCMU00009.064/D","D","<N><E><X>10.790355984758513</X><Y>106.69755063558205</Y></E><E><X>10.790344622259598</X><Y>106.69756404662532</Y></E><E><X>10.79033754126803</X><Y>106.69757108742577</Y></E></N>"
"HCMU00009.114/D","D","<N><E><X>10.790347751057531</X><Y>106.69749291534424</Y></E><E><X>10.790558083082354</X><Y>106.6972743529533</Y></E><E><X>10.790577393306712</X><Y>106.6972743905136</Y></E></N>"
"HCMU00009.116/D","D","<N><E><X>10.790599715221056</X><Y>106.6972959125743</Y></E><E><X>10.790479501135142</X><Y>106.69743058005149</Y></E><E><X>10.790570728321391</X><Y>106.69752501438234</Y></E></N>"
"HCMU00009.122/D","D","<N><E><X>10.790599715221056</X><Y>106.6972959125743</Y></E><E><X>10.790807717644444</X><Y>106.6970480684592</Y></E><E><X>10.790855729740995</X><Y>106.697050210173</Y></E><E><X>10.790866196222622</X><Y>106.69706308072432</Y></E></N>"
"HCMU00009.148/D","D","<N><E><X>10.779510709235678</X><Y>106.68668883644932</Y></E><E><X>10.780028276052732</X><Y>106.68722099797884</Y></E><E><X>10.780034142341844</X><Y>106.68723834693287</Y></E></N>"
"HCMU00009.158/D","D","<N><E><X>10.775952077813635</X><Y>106.68288458895495</Y></E><E><X>10.77598104113287</X><Y>106.68285873633357</Y></E><E><X>10.77590724293507</X><Y>106.68276649904784</Y></E></N>"
"HCMU00009.163/D","D","<N><E><X>10.790328579337453</X><Y>106.69753415153787</Y></E><E><X>10.790319271060424</X><Y>106.69750150115631</Y></E><E><X>10.790546477872475</X><Y>106.69726255261224</Y></E><E><X>10.790577393306712</X><Y>106.6972743905136</Y></E></N>"
"HCMU00009.167/D","D","<N><E><X>10.790318040199235</X><Y>106.69755024479196</Y></E><E><X>10.790326091820521</X><Y>106.69755410622702</Y></E><E><X>10.790373006510917</X><Y>106.69750566458215</Y></E><E><X>10.790373301046856</X><Y>106.69749394142764</Y></E></N>"
"HCMU00010.017/D","D","<N><E><X>10.76689912569941</X><Y>106.67474953649958</Y></E><E><X>10.766925631385824</X><Y>106.67476834828024</Y></E><E><X>10.767476499696386</X><Y>106.67452698557327</Y></E></N>"
"HCMU00011.001/D","D","<N><E><X>10.757767038234991</X><Y>106.67810507118693</Y></E><E><X>10.757377469203062</X><Y>106.67827426823655</Y></E><E><X>10.757362080362244</X><Y>106.67833081235597</Y></E></N>"
"HCMU00011.002/D","D","<N><E><X>10.757767038234991</X><Y>106.67810507118693</Y></E><E><X>10.75837658176361</X><Y>106.677886906764</Y></E></N>"
"HCMU00011.003/D","D","<N><E><X>10.75837658176361</X><Y>106.67789093007752</Y></E><E><X>10.758704999505309</X><Y>106.67779013405277</Y></E></N>"
"HCMU00011.004/D","D","<N><E><X>10.758704999505309</X><Y>106.67779013405277</Y></E><E><X>10.758766584465597</X><Y>106.67776920690747</Y></E><E><X>10.758782055861275</X><Y>106.67779052455421</Y></E></N>"
"HCMU00011.022/D","D","<N><E><X>10.758505515549386</X><Y>106.67768631130457</Y></E><E><X>10.758740160632003</X><Y>106.67759440214476</Y></E><E><X>10.75874489658671</X><Y>106.67755010214091</Y></E></N>"
"HCMU00011.024/D","D","<N><E><X>10.75915889130714</X><Y>106.67743169692426</Y></E><E><X>10.759013501852735</X><Y>106.6774892901801</Y></E><E><X>10.758994595196583</X><Y>106.67744495948978</Y></E></N>"
"HCMU00011.029/D","D","<N><E><X>10.760405578526667</X><Y>106.67684564752722</Y></E><E><X>10.760548369321604</X><Y>106.67693012249204</Y></E><E><X>10.760683254980027</X><Y>106.67688048702212</Y></E></N>"
"HCMU00011.030/D","D","<N><E><X>10.760683254980027</X><Y>106.67688048702212</Y></E><E><X>10.761240925753897</X><Y>106.67669406019377</Y></E><E><X>10.761303208918669</X><Y>106.67662296808817</Y></E></N>"
"HCMU00011.031/D","D","<N><E><X>10.761303208918669</X><Y>106.67662296808817</Y></E><E><X>10.761540864824317</X><Y>106.67654651176474</Y></E><E><X>10.761645200107685</X><Y>106.67656058660958</Y></E><E><X>10.761939790905123</X><Y>106.6764536301459</Y></E><E><X>10.761968243296531</X><Y>106.67642713988107</Y></E></N>"
"HCMU00011.034/D","D","<N><E><X>10.76205768980862</X><Y>106.67665365860694</Y></E><E><X>10.762090419456575</X><Y>106.67661270239918</Y></E><E><X>10.762153451966203</X><Y>106.67658515722613</Y></E><E><X>10.762191243434977</X><Y>106.6766165681229</Y></E></N>"
"HCMU00011.036/D","D","<N><E><X>10.757088759129262</X><Y>106.67810011962604</Y></E><E><X>10.757120089317256</X><Y>106.6781513780811</Y></E><E><X>10.757135609052444</X><Y>106.67814832180738</Y></E></N>"
"HCMU00011.039/D","D","<N><E><X>10.75915889130714</X><Y>106.67743169692426</Y></E><E><X>10.758819514733723</X><Y>106.67756484078645</Y></E><E><X>10.758800297892922</X><Y>106.67751425328197</Y></E></N>"
"HCMU00012.067/D","D","<N><E><X>10.798140208679666</X><Y>106.63261209028066</Y></E><E><X>10.797899790779416</X><Y>106.63296480088096</Y></E><E><X>10.79782272523007</X><Y>106.63304660814107</Y></E></N>"
"HCMU00012.070/D","D","<N><E><X>10.79771601909907</X><Y>106.63309891121686</Y></E><E><X>10.797666288760535</X><Y>106.63309287624382</Y></E><E><X>10.797667276779707</X><Y>106.63303051488698</Y></E></N>"
"HCMU00012.072/D","D","<N><E><X>10.797667276779707</X><Y>106.63303051488698</Y></E><E><X>10.797754551890499</X><Y>106.63299229356356</Y></E><E><X>10.797824536633044</X><Y>106.6329289264345</Y></E><E><X>10.797889251917693</X><Y>106.6328333727616</Y></E><E><X>10.798130657891312</X><Y>106.63248803831752</Y></E><E><X>10.798148112827652</X><Y>106.63243774669469</Y></E></N>"
"HCMU00012.073/D","D","<N><E><X>10.798148112827652</X><Y>106.63243774669469</Y></E><E><X>10.79820212452307</X><Y>106.63238812589614</Y></E><E><X>10.79838787188455</X><Y>106.63209576504529</Y></E></N>"
"HCMU00012.074/D","D","<N><E><X>10.79771601909907</X><Y>106.63309891121686</Y></E><E><X>10.797782545765383</X><Y>106.63306672471144</Y></E><E><X>10.797773982928021</X><Y>106.63304124372304</Y></E></N>"
"HCMU00012.078/D","D","<N><E><X>10.79843661408701</X><Y>106.63213599818052</Y></E><E><X>10.798609077887418</X><Y>106.63187265136125</Y></E><E><X>10.79864980600831</X><Y>106.63184265662224</Y></E></N>"
"HCMU00012.079/D","D","<N><E><X>10.801918123140572</X><Y>106.6332598883895</Y></E><E><X>10.80189291039948</X><Y>106.63328084259847</Y></E><E><X>10.801862519913785</X><Y>106.63338888504985</Y></E><E><X>10.801845677980262</X><Y>106.63344290626695</Y></E><E><X>10.801826860025608</X><Y>106.63349156305995</Y></E><E><X>10.801707932585613</X><Y>106.6336856866551</Y></E></N>"
"HCMU00012.080/D","D","<N><E><X>10.79838787188455</X><Y>106.63209576504529</Y></E><E><X>10.798390635896807</X><Y>106.63207218353487</Y></E><E><X>10.798544895860942</X><Y>106.63179110987937</Y></E></N>"
"HCMU00013.001/D","D","<N><E><X>10.813546726796632</X><Y>106.67806841468199</Y></E><E><X>10.813673516892827</X><Y>106.67782869287095</Y></E></N>"
"HCMU00013.004/D","D","<N><E><X>10.811662416153046</X><Y>106.67615445828517</Y></E><E><X>10.811287365042974</X><Y>106.67580874559015</Y></E><E><X>10.811231569478135</X><Y>106.67581626780115</Y></E><E><X>10.81117313933053</X><Y>106.67576344060397</Y></E></N>"
"HCMU00014.001/D","D","<N><E><X>10.826334648805787</X><Y>106.68050654936167</Y></E><E><X>10.826366405986995</X><Y>106.68039648504146</Y></E><E><X>10.826389140925807</X><Y>106.68032021644046</Y></E><E><X>10.82640182562306</X><Y>106.68028342323873</Y></E><E><X>10.826435586058905</X><Y>106.6802519944498</Y></E><E><X>10.826677745870509</X><Y>106.6801013481247</Y></E></N>"
"HCMU00014.002/D","D","<N><E><X>10.826333331574357</X><Y>106.68050587880066</Y></E><E><X>10.826242741327427</X><Y>106.68049637645743</Y></E></N>"
"HCMU00014.003/D","D","<N><E><X>10.826243070636078</X><Y>106.68049637645743</Y></E><E><X>10.826248102460971</X><Y>106.68043108963604</Y></E><E><X>10.82624259639885</X><Y>106.68037016140636</Y></E><E><X>10.826234785175373</X><Y>106.68035483073584</Y></E><E><X>10.826218082619597</X><Y>106.6803519052844</Y></E></N>"
"HCMU00014.004/D","D","<N><E><X>10.826218451371707</X><Y>106.68035327925213</Y></E><E><X>10.826206637917771</X><Y>106.68034444212354</Y></E><E><X>10.825843760355388</X><Y>106.68053247205768</Y></E><E><X>10.825487468855252</X><Y>106.68072988926076</Y></E></N>"
"HCMU00014.012/D","D","<N><E><X>10.824721158669048</X><Y>106.68098638594051</Y></E><E><X>10.82475162170153</X><Y>106.68096905477786</Y></E><E><X>10.824745201972535</X><Y>106.68089070335627</Y></E><E><X>10.8247073349263</X><Y>106.68087548704511</Y></E></N>"
"HCMU00014.013/D","D","<N><E><X>10.824721158669048</X><Y>106.68098638594051</Y></E><E><X>10.825525087749687</X><Y>106.68051267837961</Y></E></N>"
